Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Week_Number,Year,Month,Month_Name,Day_of_Week,Quarter,Season,Shipping Days
2015-11-25,2015-11-30,Standard Class,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Furnishings,"Master Caster Door Stop, Brown",6.096,48,2015,11,November,Wednesday,4,Autumn,5
2017-04-28,2017-05-05,Standard Class,Bill Overfelt,Corporate,United States,Los Angeles,California,90045,West,Furniture,Chairs,"Global Stack Chair without Arms, Black",41.568,17,2017,4,April,Friday,2,Spring,7
2015-04-26,2015-05-03,Standard Class,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049,West,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,17,2015,4,April,Sunday,2,Spring,7
2015-04-26,2015-05-03,Standard Class,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",18.288,17,2015,4,April,Sunday,2,Spring,7
2018-04-01,2018-04-05,Standard Class,Maribeth Schnelling,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,Avery 498,5.78,13,2018,4,April,Sunday,2,Spring,4
2018-04-01,2018-04-05,Standard Class,Maribeth Schnelling,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,Fellowes Binding Cases,121.68,13,2018,4,April,Sunday,2,Spring,4
2018-12-22,2018-12-26,Standard Class,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Art,Design Ebony Sketching Pencil,4.17,51,2018,12,December,Saturday,4,Winter,4
2018-12-22,2018-12-26,Standard Class,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",67.04,51,2018,12,December,Saturday,4,Winter,4
2018-12-22,2018-12-26,Standard Class,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Storage,Eldon Simplefile Box Office,37.32,51,2018,12,December,Saturday,4,Winter,4
2018-12-22,2018-12-26,Standard Class,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Labels,Avery 517,18.45,51,2018,12,December,Saturday,4,Winter,4
2015-12-03,2015-12-06,Second Class,Matthew Clasen,Corporate,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Paper,Xerox 214,25.92,49,2015,12,December,Thursday,4,Winter,3
2018-10-22,2018-10-24,First Class,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,11199.968,43,2018,10,October,Monday,4,Autumn,2
2018-10-22,2018-10-24,First Class,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East,Technology,Phones,Polycom CX600 IP Phone VoIP phone,2399.6,43,2018,10,October,Monday,4,Autumn,2
2018-10-22,2018-10-24,First Class,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9,43,2018,10,October,Monday,4,Autumn,2
2018-10-22,2018-10-24,First Class,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East,Technology,Phones,i.Sound Portable Power - 8000 mAh,52.99,43,2018,10,October,Monday,4,Autumn,2
2018-11-13,2018-11-15,First Class,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,East,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,60.864,46,2018,11,November,Tuesday,4,Autumn,2
2018-11-13,2018-11-15,First Class,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,East,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,652.995,46,2018,11,November,Tuesday,4,Autumn,2
2018-11-13,2018-11-15,First Class,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,11.22,46,2018,11,November,Tuesday,4,Autumn,2
2016-09-10,2016-09-15,Standard Class,Aimee Bixby,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,Xerox 1952,14.94,36,2016,9,September,Saturday,3,Autumn,5
2018-05-15,2018-05-20,Standard Class,Jason Fortune-,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,24-Hour Round Wall Clock,39.96,20,2018,5,May,Tuesday,2,Spring,5
2018-05-15,2018-05-20,Standard Class,Jason Fortune-,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,42.624,20,2018,5,May,Tuesday,2,Spring,5
2018-05-15,2018-05-20,Standard Class,Jason Fortune-,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,SAFCO Arco Folding Chair,220.96,20,2018,5,May,Tuesday,2,Spring,5
2016-07-05,2016-07-10,Second Class,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,Stackable Trays,4.928,27,2016,7,July,Tuesday,3,Summer,5
2016-07-05,2016-07-10,Second Class,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7.23,27,2016,7,July,Tuesday,3,Summer,5
2016-08-15,2016-08-19,Standard Class,Tim Taslimi,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,33,2016,8,August,Monday,3,Summer,4
2018-06-12,2018-06-18,Standard Class,Sarah Bern,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",19.04,24,2018,6,June,Tuesday,2,Summer,6
2018-06-12,2018-06-18,Standard Class,Sarah Bern,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,Angle-D Ring Binders,13.128,24,2018,6,June,Tuesday,2,Summer,6
2018-06-12,2018-06-18,Standard Class,Sarah Bern,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,64.14,24,2018,6,June,Tuesday,2,Summer,6
2018-06-12,2018-06-18,Standard Class,Sarah Bern,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,Safco Contoured Stacking Chairs,858.24,24,2018,6,June,Tuesday,2,Summer,6
2016-02-20,2016-02-25,Standard Class,Liz MacKendrick,Consumer,United States,Hot Springs,Arkansas,71901,South,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,29.99,7,2016,2,February,Saturday,1,Winter,5
2017-12-29,2017-12-30,First Class,Kelly Andreada,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Paper,White Computer Printout Paper by Universal,186.048,52,2017,12,December,Friday,4,Winter,1
2017-04-17,2017-04-21,Second Class,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,27604,South,Technology,Phones,Motorola L804,36.792,16,2017,4,April,Monday,2,Spring,4
2017-04-17,2017-04-21,Second Class,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,27604,South,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",18.624,16,2017,4,April,Monday,2,Spring,4
2015-09-07,2015-09-12,Second Class,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",57.69,37,2015,9,September,Monday,3,Autumn,5
2015-09-07,2015-09-12,Second Class,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",42.81,37,2015,9,September,Monday,3,Autumn,5
2015-09-07,2015-09-12,Second Class,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,Xerox 2000,12.96,37,2015,9,September,Monday,3,Autumn,5
2015-09-07,2015-09-12,Second Class,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,37,2015,9,September,Monday,3,Autumn,5
2015-09-07,2015-09-12,Second Class,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,37,2015,9,September,Monday,3,Autumn,5
2017-09-26,2017-10-01,Standard Class,Sally Hughsby,Corporate,United States,Hesperia,California,92345,West,Furniture,Bookcases,Bestar Classic Bookcase,424.9575,39,2017,9,September,Tuesday,3,Autumn,5
2018-09-17,2018-09-21,Second Class,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,Avery Non-Stick Binders,10.776,38,2018,9,September,Monday,3,Autumn,4
2018-09-17,2018-09-21,Second Class,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",11.784,38,2018,9,September,Monday,3,Autumn,4
2018-09-17,2018-09-21,Second Class,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Paper,Green Bar Computer Printout Paper,164.88,38,2018,9,September,Monday,3,Autumn,4
2018-09-17,2018-09-21,Second Class,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1292.94,38,2018,9,September,Monday,3,Autumn,4
2018-09-17,2018-09-21,Second Class,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584,38,2018,9,September,Monday,3,Autumn,4
2018-09-17,2018-09-21,Second Class,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74,38,2018,9,September,Monday,3,Autumn,4
2018-09-17,2018-09-21,Second Class,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Labels,Avery 514,14.4,38,2018,9,September,Monday,3,Autumn,4
2017-08-16,2017-08-20,Standard Class,Pete Kriz,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,33,2017,8,August,Wednesday,3,Summer,4
2016-12-24,2016-12-28,Standard Class,Harold Ryan,Corporate,United States,Gilbert,Arizona,85234,West,Furniture,Chairs,SAFCO Arco Folding Chair,883.84,51,2016,12,December,Saturday,4,Winter,4
2018-11-28,2018-12-02,Standard Class,Deirdre Greer,Corporate,United States,New York City,New York,10035,East,Technology,Phones,Google Nexus 5,1979.89,48,2018,11,November,Wednesday,4,Autumn,4
2018-11-28,2018-12-02,Standard Class,Deirdre Greer,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96,48,2018,11,November,Wednesday,4,Autumn,4
2018-04-14,2018-04-15,First Class,Craig Leslie,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,Acco 3-Hole Punch,8.76,15,2018,4,April,Saturday,2,Spring,1
2017-05-01,2017-05-04,First Class,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Labels,Avery 499,3.984,18,2017,5,May,Monday,2,Spring,3
2017-05-01,2017-05-04,First Class,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Tables,Bevis 44 x 96 Conference Tables,370.62,18,2017,5,May,Monday,2,Spring,3
2017-05-01,2017-05-04,First Class,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.742,18,2017,5,May,Monday,2,Spring,3
2017-10-01,2017-10-01,Same Day,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109,Central,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.512,39,2017,10,October,Sunday,4,Autumn,0
2017-10-01,2017-10-01,Same Day,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109,Central,Office Supplies,Paper,Easy-staple paper,28.352,39,2017,10,October,Sunday,4,Autumn,0
2016-08-25,2016-08-30,Standard Class,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,West,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",40.784,34,2016,8,August,Thursday,3,Summer,5
2016-08-25,2016-08-30,Standard Class,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,105.96,34,2016,8,August,Thursday,3,Summer,5
2015-09-09,2015-09-12,Second Class,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,Xerox 1913,166.44,37,2015,9,September,Wednesday,3,Autumn,3
2015-09-09,2015-09-12,Second Class,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,Furniture,Chairs,Global Italian Leather Office Chair,785.88,37,2015,9,September,Wednesday,3,Autumn,3
2015-09-09,2015-09-12,Second Class,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,Advantus Motivational Note Cards,26.2,37,2015,9,September,Wednesday,3,Autumn,3
2015-09-09,2015-09-12,Second Class,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,37,2015,9,September,Wednesday,3,Autumn,3
2018-12-03,2018-12-03,Same Day,Toby Carlisle,Consumer,United States,San Diego,California,92024,West,Office Supplies,Paper,Xerox 1888,166.44,49,2018,12,December,Monday,4,Winter,0
2018-11-27,2018-12-02,Standard Class,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Art,Pencil and Crayon Sharpener,8.76,48,2018,11,November,Tuesday,4,Autumn,5
2018-11-27,2018-12-02,Standard Class,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,43.584,48,2018,11,November,Tuesday,4,Autumn,5
2015-06-21,2015-06-21,Same Day,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.088,25,2015,6,June,Sunday,2,Summer,0
2015-06-21,2015-06-21,Same Day,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",25.164,25,2015,6,June,Sunday,2,Summer,0
2018-01-21,2018-01-27,Standard Class,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,Avery Durable Binders,14.4,3,2018,1,January,Sunday,1,Winter,6
2018-01-21,2018-01-27,Standard Class,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,3,2018,1,January,Sunday,1,Winter,6
2018-01-21,2018-01-27,Standard Class,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",89.52,3,2018,1,January,Sunday,1,Winter,6
2018-01-21,2018-01-27,Standard Class,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner,350.973,3,2018,1,January,Sunday,1,Winter,6
2018-01-21,2018-01-27,Standard Class,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99,3,2018,1,January,Sunday,1,Winter,6
2018-06-29,2018-07-06,Standard Class,Carol Triggs,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,Satellite Sectional Post Binders,312.552,26,2018,6,June,Friday,2,Summer,7
2017-09-06,2017-09-11,Standard Class,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360,South,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.952,36,2017,9,September,Wednesday,3,Autumn,5
2017-09-06,2017-09-11,Standard Class,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360,South,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,3.204,36,2017,9,September,Wednesday,3,Autumn,5
2017-08-04,2017-08-05,First Class,Ralph Arnett,Consumer,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,3.98,31,2017,8,August,Friday,3,Summer,1
2016-11-12,2016-11-14,First Class,Yoseph Carroll,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",15.7,45,2016,11,November,Saturday,4,Autumn,2
2015-06-30,2015-07-02,First Class,Russell Applegate,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,BIC Brite Liner Grip Highlighters,5.248,27,2015,6,June,Tuesday,2,Summer,2
2018-12-04,2018-12-08,Standard Class,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,Storex Dura Pro Binders,5.346,49,2018,12,December,Tuesday,4,Winter,4
2017-08-28,2017-09-02,Standard Class,Chad Sievert,Consumer,United States,Englewood,Colorado,80112,West,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48,35,2017,8,August,Monday,3,Summer,5
2017-08-28,2017-09-02,Standard Class,Chad Sievert,Consumer,United States,Englewood,Colorado,80112,West,Technology,Phones,AT&T 17929 Lendline Telephone,108.576,35,2017,8,August,Monday,3,Summer,5
2017-01-22,2017-01-28,Standard Class,Anthony Johnson,Corporate,United States,Seattle,Washington,98115,West,Furniture,Furnishings,"Contract Clock, 14"", Brown",109.9,3,2017,1,January,Sunday,1,Winter,6
2015-10-15,2015-10-20,Standard Class,Dan Lawera,Consumer,United States,Hialeah,Florida,33012,South,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",15.384,42,2015,10,October,Thursday,4,Autumn,5
2017-02-07,2017-02-09,First Class,Bobby Elias,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,Xerox 1912,30.352,6,2017,2,February,Tuesday,1,Winter,2
2015-03-18,2015-03-23,Standard Class,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,821.3,12,2015,3,March,Wednesday,1,Spring,5
2015-03-18,2015-03-23,Standard Class,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,22638.48,12,2015,3,March,Wednesday,1,Spring,5
2015-03-18,2015-03-23,Standard Class,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,Xerox 195,21.376,12,2015,3,March,Wednesday,1,Spring,5
2015-03-18,2015-03-23,Standard Class,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016,12,2015,3,March,Wednesday,1,Spring,5
